O=C(C=Cc1cccc(S(=O)(=O)n2ccc3ccncc32)c1)NO,active
O=S(=O)(c1c(Cl)cccc1Cl)n1ccc2ncccc21,random
N=C(N)NN=Cc1cc(Cl)ccc1OCc1ccc(Cl)cc1,random
Cc1cc(C)c(CNC(=O)c2cnn(-c3cccc(NC(=O)CCCCCCC(=O)NO)c3)c2C)c(=O)[nH]1,active
Cc1cc(=O)[nH]c2ccc(N(CC(C)C)CC(F)(F)F)cc12,random
Cc1ccccc1NC(=O)NCCS(=O)(=O)Nc1ccc(S(N)(=O)=O)cc1,random
O=C(C=Cc1cccc(-c2nc3ccccc3n2C2CCCNC2)c1)NO,active
O=C(NO)c1ccc(CN2CCCCc3ccc(Br)cc32)cc1,active
CC(C)(C)c1ccc(-n2c(C(=O)O)c(Oc3cccc(C(F)(F)F)c3)c3cccnc32)cc1,random
CC(C)c1cc(C(=O)N2CCc3cc(NC(=O)CCCCCC(=O)NO)ccc32)c(O)cc1O,active
ON=C(Nc1ccccc1)c1ccc2occc2c1,random
NC1CN(C(=O)NCc2cccc(F)c2)CC1c1ccc(Cl)cc1Cl,random
O=C(Cc1ccc(O)c(Br)c1)C(=O)NCCS,active
COc1ccc(N(Cc2noc(-c3ccccc3)n2)C(=O)CCCCCC(=O)NO)cc1,active
CC1(C)CCNc2ccc(NC(=S)Nc3ccc(OC(F)(F)F)cc3)cc21,random
CC1=C(C(=O)Nc2cc(C(=O)O)ccn2)C(c2ccccc2Cl)N=C(Nc2nc3c(F)cccc3o2)N1,random
CCCCCCCNC(=O)Oc1cccc(Cn2cc(COc3ccc4ccc(=O)oc4c3)nn2)c1,random
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(CC)CC2)c1ncc(-c2cc([N+](=O)[O-])ccc2OC)[nH]1,active
Nc1nc(NCCc2ccccc2)nc(NCc2ccc(C(=O)Nc3ccccc3N)cc2)n1,active
O=C(CCCOc1ccccc1N1C(=O)CSC1c1ccc(Br)s1)NO,active
Nc1nc(N2CCN(CCc3ccc(C(=O)NO)cc3)CC2)nc2nc(-c3ccco3)nn12,active
COc1ccc(F)cc1C(C)(C)CC(O)(Cc1cc2ccccn2n1)C(F)(F)F,random
ON=C(Cc1ccc(F)cc1)c1nc2cc(Cl)ccc2o1,random
Nc1ncc(-c2cnn(C3CCNCC3)c2)c2c1CN(C(=O)Cc1ccccc1)CC2,random
O=C(NO)c1ccc(CC(=O)N(CCO)C(=O)Cc2ccccc2)cc1,active
CCOc1cc(NC(=O)CCCCCCC(=O)Nc2ccccc2N)cc2c1OCC([N+](=O)[O-])=C2,active
COc1cc2c(cc1OC)C(=O)C(=Cc1cc[n+](Cc3ccc(F)cc3)cc1)OC2,random
O=C(NO)c1ccc(C=Cc2ccnc(-c3cccnc3)c2)cc1,active
O=C(O)CCn1nc(-c2ccc(F)cc2)cc1C(=O)NCCCCCCS,active
CCS(=O)(=O)c1cc2cc(CC(O)(CC(C)(C)c3ccccc3C(N)=O)C(F)(F)F)[nH]c2cn1,random
CSc1ccccc1C(=O)Nc1ncnc2[nH]cnc12,random
CCN1CCN(c2cc(Nc3ncc(C(=O)Nc4ccccc4N)s3)nc(C)n2)CC1,active
CC(=O)Nc1cc(-c2c(-c3ccc(F)cc3)nc(SCCC(=O)N3CCOCC3)n2CCCO)ccn1,random
Oc1ccc(-c2ccc(-c3cn(CSc4ccccc4)nn3)cc2)cc1,random
CCOc1nc(Nc2ccc(OC)cc2)nc(OCC)n1,random
CCC(=O)CCCCCC(NC(=O)C1CC12CCN(C)CC2)c1ncc(C2=CC3OC=NC3C=C2)[nH]1,active
O=S(=O)(Nc1ncns1)c1cc(F)c(Oc2ccc(OC(F)(F)F)cc2-c2ccnnc2)cc1F,random
O=C(CCCCc1cn(Cc2ccc3c(c2)OCO3)nn1)NO,active
Cc1nc(N(C)c2cccc(OCCCCCC(=O)NO)c2)c2ccccc2n1,active
CC(C)C(=O)N(CCCCc1nnn[nH]1)c1ccc(C(O)(C(F)(F)F)C(F)(F)F)cc1,random
O=C(C=Cc1ccc(C(=O)NC(Cc2c[nH]c3ccccc23)C(=O)Nc2ccc(Cl)cc2)cc1)NO,active
CC1(N)CCN(c2cnc(SC3CCCCC3)c(N)n2)CC1,random
O=C(Nc1cnc(N2CCOCC2)s1)c1nc(-c2ccccc2)oc1C(F)(F)F,random
O=C(CCc1csc(CCc2ccc(O)cc2)n1)NO,active
O=c1[nH]ccc(NC2CCN(Cc3ccccc3)CC2)c1-c1nc2ccccc2[nH]1,random
COc1cc(C(=O)c2ccc3c(ccn3Cc3ccc(C=CC(=O)NO)cc3)c2)cc(OC)c1OC,active
CC(C)C1NC(=O)C2(C)CSC(=N2)c2ccnc(c2)CNC(=O)CC(C=CCCS)NC1=O,active
Nc1nccc(-c2c[nH]c3c(Br)cccc23)n1,random
NC(=O)c1cc(-c2ccccc2)ccc1N,random
COc1cc2c(cc1OC)C(CCc1ccccc1)N(C(C)=O)CC2,random
Clc1ccc(CNc2ccnc(-c3cccnc3)n2)cc1Cl,random
Nc1ccc(-c2ccccc2)cc1NC(=O)c1ccc2c(c1)ncn2CCN1CCOCC1,active
CC(C)CC1(O)CCN(C(=O)Nc2cc(Oc3ccc(F)cc3)cc(Oc3ccc(C(C)(C)C(=O)O)cc3)c2)C1,random
CCCN(Cc1c(CC)nc2n(-c3c(C)cc(C)cc3C)c3ccc(F)cc3n12)CC1CC1,random
Cc1cccc2c(=O)[nH]c(-c3ccc(CN4CCC(N(C)C)CC4)cc3)cc12,random
CCC(=O)CCCCCC(NC(=O)C1CC12CN(C)C2)c1ncc(-c2cc3ccccc3nc2OC)[nH]1,active
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1Cc1ccccc1)NO,active
Nc1ccccc1NC(=O)c1ccc(CNCc2nc(-c3ccc([N+](=O)[O-])cc3)no2)cc1,active
Cc1nc(-c2ccccc2)n(CCc2ccccc2)c1-c1cccc(C=CC(=O)NO)c1,active
Nc1ccccc1NC(=O)c1ccc(NC(=O)CCN2C(=O)C3(OCCCO3)c3cc(Br)ccc32)cc1,active
COc1cc(C=c2sc3nc4ccc(NC(C)=O)cc4n3c2=O)ccc1O,random
O=C(CCCCNC(=O)c1nc(-c2nccs2)sc1C1CCCCC1)NO,active
O=C(CCCCCNC(=S)NN=C(c1ccccc1)c1cccc([N+](=O)[O-])c1)NO,active
Nc1ccccc1NC(=O)c1ccc(CNC(=O)C=Cc2cnc3cccnn23)cc1,active
